Species_original,Sex,Adult_Juvenile,BirdTree_WJSpecID,Species_BirdTree,Species_IOC13.1,Order_IOC13.1,Family_IOC13.1,English.name_IOC13.1,Multiling_IOC13.1_Japanese,N_studies,body.mass_g,wingspan_m,wing.area_m2,ref,def_span,def_area
Aythya ferina,NA,NA,727,Aythya ferina,Aythya ferina,ANSERIFORMES,Anatidae,Common Pochard,ホシハジロ,4,823,0.63525,0.055795,Vágási 2016,B-II,B-II
Aythya fuligula,NA,NA,736,Aythya fuligula,Aythya fuligula,ANSERIFORMES,Anatidae,Tufted Duck,キンクロハジロ,4,701.5,0.604333333,0.050496667,Vágási 2016,B-II,B-II
Netta rufina,NA,NA,722,Netta rufina,Netta rufina,ANSERIFORMES,Anatidae,Red-crested Pochard,アカハシハジロ,2,1118,0.782,0.08946,Vágási 2016,B-II,B-II
Anas querquedula,NA,NA,712,Anas querquedula,Spatula querquedula,ANSERIFORMES,Anatidae,Garganey,シマアジ,2,326,0.524,0.04745,Vágási 2016,B-II,B-II
Tachymarptis melba,NA,NA,2419,Tachymarptis melba,Tachymarptis melba,APODIFORMES,Apodidae,Alpine Swift,シロハラアマツバメ,2,96.44,0.489,0.028035,Vágási 2016,B-II,B-II
Upupa epops,NA,NA,1384,Upupa epops,Upupa epops,BUCEROTIFORMES,Upupidae,Eurasian Hoopoe,ヤツガシラ,5,61.4,0.416333333,0.039216667,Vágási 2016,B-II,B-II
Caprimulgus europaeus,NA,NA,3254,Caprimulgus europaeus,Caprimulgus europaeus,CAPRIMULGIFORMES,Caprimulgidae,European Nightjar,ヨーロッパヨタカ,2,67,0.498,0.03658,Vágási 2016,B-II,B-II
Chroicocephalus ridibundus,NA,NA,4424,Larus ridibundus,Chroicocephalus ridibundus,CHARADRIIFORMES,Laridae,Black-headed Gull,ユリカモメ,2,284,0.858333333,0.088766667,Vágási 2016,B-II,B-II
Larus michahellis,NA,NA,19905,Larus michahellis,Larus michahellis,CHARADRIIFORMES,Laridae,Yellow-legged Gull,キアシセグロカモメ,2,1154,1.275,0.22583,Vágási 2016,B-II,B-II
Sterna hirundo,NA,NA,4463,Sterna hirundo,Sterna hirundo,CHARADRIIFORMES,Laridae,Common Tern,アジサシ,7,120,0.705333333,0.054593333,Vágási 2016,B-II,B-II
Gallinago gallinago,NA,NA,4051,Gallinago gallinago,Gallinago gallinago,CHARADRIIFORMES,Scolopacidae,Common Snipe,タシギ,7,105,0.382,0.02255,Vágási 2016,B-II,B-II
Scolopax rusticola,NA,NA,4034,Scolopax rusticola,Scolopax rusticola,CHARADRIIFORMES,Scolopacidae,Eurasian Woodcock,ヤマシギ,5,309.5,0.62,0.06052,Vágási 2016,B-II,B-II
Tringa glareola,NA,NA,4100,Tringa glareola,Tringa glareola,CHARADRIIFORMES,Scolopacidae,Wood Sandpiper,タカブシギ,4,67.5,0.364,0.01724,Vágási 2016,B-II,B-II
Tringa nebularia,NA,NA,4094,Tringa nebularia,Tringa nebularia,CHARADRIIFORMES,Scolopacidae,Common Greenshank,アオアシシギ,4,187,0.5335,0.03874,Vágási 2016,B-II,B-II
Ciconia ciconia,NA,NA,5369,Ciconia ciconia,Ciconia ciconia,CICONIIFORMES,Ciconiidae,White Stork,シュバシコウ,7,3448,1.705,0.432225,Vágási 2016,B-II,B-II
Ciconia nigra,NA,NA,5364,Ciconia nigra,Ciconia nigra,CICONIIFORMES,Ciconiidae,Black Stork,ナベコウ,4,2926,1.676,0.45162,Vágási 2016,B-II,B-II
Columba livia,NA,NA,3315,Columba livia,Columba livia,COLUMBIFORMES,Columbidae,Rock Dove,カワラバト,5,354.5,0.6016,0.063878,Vágási 2016,B-II,B-II
Streptopelia decaocto,NA,NA,3391,Streptopelia decaocto,Streptopelia decaocto,COLUMBIFORMES,Columbidae,Eurasian Collared Dove,シラコバト,2,149,0.4506,0.043062,Vágási 2016,B-II,B-II
Alcedo atthis,NA,NA,1546,Alcedo atthis,Alcedo atthis,CORACIIFORMES,Alcedinidae,Common Kingfisher,カワセミ,3,35.8,0.24075,0.01087,Vágási 2016,B-II,B-II
Coracias garrulus,NA,NA,1488,Coracias garrulus,Coracias garrulus,CORACIIFORMES,Coraciidae,European Roller,ニシブッポウソウ,3,146,0.60325,0.0603825,Vágási 2016,B-II,B-II
Merops apiaster,NA,NA,1674,Merops apiaster,Merops apiaster,CORACIIFORMES,Meropidae,European Bee-eater,ヨーロッパハチクイ,4,56.6,0.408714286,0.024808571,Vágási 2016,B-II,B-II
Cuculus canorus,NA,NA,1747,Cuculus canorus,Cuculus canorus,CUCULIFORMES,Cuculidae,Common Cuckoo,カッコウ,4,111.5,0.5685,0.05475,Vágási 2016,B-II,B-II
Falco cherrug,NA,NA,4976,Falco cherrug,Falco cherrug,FALCONIFORMES,Falconidae,Saker Falcon,ワキスジハヤブサ,2,966,0.971,0.13936,Vágási 2016,B-II,B-II
Falco peregrinus,NA,NA,4980,Falco peregrinus,Falco peregrinus,FALCONIFORMES,Falconidae,Peregrine Falcon,ハヤブサ,6,697.5,1.016,0.13789,Vágási 2016,B-II,B-II
Falco subbuteo,NA,NA,4967,Falco subbuteo,Falco subbuteo,FALCONIFORMES,Falconidae,Eurasian Hobby,チゴハヤブサ,7,209.5,0.676,0.06705,Vágási 2016,B-II,B-II
Falco tinnunculus,NA,NA,4941,Falco tinnunculus,Falco tinnunculus,FALCONIFORMES,Falconidae,Common Kestrel,チョウゲンボウ,8,184,0.677666667,0.075865,Vágási 2016,B-II,B-II
Falco vespertinus,NA,NA,4957,Falco vespertinus,Falco vespertinus,FALCONIFORMES,Falconidae,Red-footed Falcon,ニシアカアシチョウゲンボウ,4,152.5,0.656333333,0.061736667,Vágási 2016,B-II,B-II
Perdix perdix,NA,NA,294,Perdix perdix,Perdix perdix,GALLIFORMES,Phasianidae,Grey Partridge,ヨーロッパヤマウズラ,4,405.5,0.445666667,0.042996667,Vágási 2016,B-II,B-II
Phasianus colchicus,NA,NA,393,Phasianus colchicus,Phasianus colchicus,GALLIFORMES,Phasianidae,Common Pheasant,コウライキジ,5,1135,0.686166667,0.117125,Vágási 2016,B-II,B-II
Tetrastes bonasia,NA,NA,432,Bonasa bonasia,Tetrastes bonasia,GALLIFORMES,Phasianidae,Hazel Grouse,エゾライチョウ,2,429,0.454,0.04808,Vágási 2016,B-II,B-II
Gavia arctica,NA,NA,5442,Gavia arctica,Gavia arctica,GAVIIFORMES,Gaviidae,Black-throated Loon,オオハム,4,3079.5,1.171,0.15418,Vágási 2016,B-II,B-II
Crex crex,NA,NA,3862,Crex crex,Crex crex,GRUIFORMES,Rallidae,Corn Crake,ウズラクイナ,2,155.5,0.4255,0.035115,Vágási 2016,B-II,B-II
Fulica atra,NA,NA,3939,Fulica atra,Fulica atra,GRUIFORMES,Rallidae,Eurasian Coot,オオバン,4,836,0.6735,0.076165,Vágási 2016,B-II,B-II
Gallinula chloropus,NA,NA,3931,Gallinula chloropus,Gallinula chloropus,GRUIFORMES,Rallidae,Common Moorhen,バン,3,305,0.487,0.043713333,Vágási 2016,B-II,B-II
Porzana porzana,NA,NA,3888,Porzana porzana,Porzana porzana,GRUIFORMES,Rallidae,Spotted Crake,コモンクイナ,4,87.1,0.354,0.02374,Vágási 2016,B-II,B-II
Rallus aquaticus,NA,NA,3853,Rallus aquaticus,Rallus aquaticus,GRUIFORMES,Rallidae,Water Rail,ヨーロッパクイナ,3,111.5,0.355833333,0.028505,Vágási 2016,B-II,B-II
Porzana parva,NA,NA,3884,Porzana parva,Zapornia parva,GRUIFORMES,Rallidae,Little Crake,コクイナ,1,49.7,0.269,0.01219,Vágási 2016,B-II,B-II
Acrocephalus arundinaceus,NA,NA,10802,Acrocephalus arundinaceus,Acrocephalus arundinaceus,PASSERIFORMES,Acrocephalidae,Great Reed Warbler,ニシオオヨシキリ,4,30,0.2555,0.01437,Vágási 2016,B-II,B-II
Acrocephalus palustris,NA,NA,10801,Acrocephalus palustris,Acrocephalus palustris,PASSERIFORMES,Acrocephalidae,Marsh Warbler,ヌマヨシキリ,4,11.5,0.1782,0.006708,Vágási 2016,B-II,B-II
Acrocephalus schoenobaenus,NA,NA,10791,Acrocephalus schoenobaenus,Acrocephalus schoenobaenus,PASSERIFORMES,Acrocephalidae,Sedge Warbler,スゲヨシキリ,3,11.2,0.1742,0.006956,Vágási 2016,B-II,B-II
Acrocephalus scirpaceus,NA,NA,10797,Acrocephalus scirpaceus,Acrocephalus scirpaceus,PASSERIFORMES,Acrocephalidae,Common Reed Warbler,ヨーロッパヨシキリ,3,12.3,0.1715,0.006895,Vágási 2016,B-II,B-II
Hippolais icterina,NA,NA,10842,Hippolais icterina,Hippolais icterina,PASSERIFORMES,Acrocephalidae,Icterine Warbler,キイロウタイムシクイ,3,13.2,0.2106,0.009746,Vágási 2016,B-II,B-II
Aegithalos caudatus,NA,NA,9964,Aegithalos caudatus,Aegithalos caudatus,PASSERIFORMES,Aegithalidae,Long-tailed Tit,エナガ,4,8.6,0.155125,0.0062275,Vágási 2016,B-II,B-II
Alauda arvensis,NA,NA,11529,Alauda arvensis,Alauda arvensis,PASSERIFORMES,Alaudidae,Eurasian Skylark,ヒバリ,6,39.95,0.329,0.02168,Vágási 2016,B-II,B-II
Galerida cristata,NA,NA,11518,Galerida cristata,Galerida cristata,PASSERIFORMES,Alaudidae,Crested Lark,カンムリヒバリ,3,42.83,0.305,0.02058,Vágási 2016,B-II,B-II
Bombycilla garrulus,NA,NA,8766,Bombycilla garrulus,Bombycilla garrulus,PASSERIFORMES,Bombycillidae,Bohemian Waxwing,キレンジャク,2,54.45,0.29925,0.01632,Vágási 2016,B-II,B-II
Certhia familiaris,NA,NA,9655,Certhia familiaris,Certhia familiaris,PASSERIFORMES,Certhiidae,Eurasian Treecreeper,キバシリ,4,9,0.1675,0.00758,Vágási 2016,B-II,B-II
Cinclus cinclus,NA,NA,8772,Cinclus cinclus,Cinclus cinclus,PASSERIFORMES,Cinclidae,White-throated Dipper,ムナジロカワガラス,2,61.7,0.2434,0.012788,Vágási 2016,B-II,B-II
Coloeus monedula,NA,NA,8073,Corvus monedula,Coloeus monedula,PASSERIFORMES,Corvidae,Western Jackdaw,ニシコクマルガラス,1,246,0.596,0.064236,Vágási 2016,B-II,B-II
Corvus cornix,NA,NA,8101,Corvus corone,Corvus cornix,PASSERIFORMES,Corvidae,Hooded Crow,ズキンガラス,4,570,0.8155,0.13218,Vágási 2016,B-II,B-II
Corvus frugilegus,NA,NA,8090,Corvus frugilegus,Corvus frugilegus,PASSERIFORMES,Corvidae,Rook,ミヤマガラス,5,453.5,0.7915,0.116495,Vágási 2016,B-II,B-II
Garrulus glandarius,NA,NA,8023,Garrulus glandarius,Garrulus glandarius,PASSERIFORMES,Corvidae,Eurasian Jay,カケス,7,168,0.471636364,0.058511818,Vágási 2016,B-II,B-II
Pica pica,NA,NA,8057,Pica pica,Pica pica,PASSERIFORMES,Corvidae,Eurasian Magpie,ユーラシアカササギ,4,206,0.495428571,0.059741429,Vágási 2016,B-II,B-II
Emberiza calandra,NA,NA,12502,Miliaria calandra,Emberiza calandra,PASSERIFORMES,Emberizidae,Corn Bunting,ハタホオジロ,1,48.75,0.2625,0.01543,Vágási 2016,B-II,B-II
Emberiza cia,NA,NA,12469,Emberiza cia,Emberiza cia,PASSERIFORMES,Emberizidae,Rock Bunting,ヒゲホオジロ,3,23.45,0.228333333,0.012986667,Vágási 2016,B-II,B-II
Emberiza citrinella,NA,NA,12464,Emberiza citrinella,Emberiza citrinella,PASSERIFORMES,Emberizidae,Yellowhammer,キアオジ,4,29.7,0.243666667,0.0136,Vágási 2016,B-II,B-II
Emberiza hortulana,NA,NA,12475,Emberiza hortulana,Emberiza hortulana,PASSERIFORMES,Emberizidae,Ortolan Bunting,ズアオホオジロ,4,19.9,0.23,0.01233,Vágási 2016,B-II,B-II
Emberiza schoeniclus,NA,NA,12500,Emberiza schoeniclus,Emberiza schoeniclus,PASSERIFORMES,Emberizidae,Common Reed Bunting,オオジュリン,4,18.45,0.21625,0.01165,Vágási 2016,B-II,B-II
Carduelis carduelis,NA,NA,12336,Carduelis carduelis,Carduelis carduelis,PASSERIFORMES,Fringillidae,European Goldfinch,ゴシキヒワ,6,16,0.209,0.00923875,Vágási 2016,B-II,B-II
Carpodacus erythrinus,NA,NA,12366,Carpodacus erythrinus,Carpodacus erythrinus,PASSERIFORMES,Fringillidae,Common Rosefinch,アカマシコ,2,24,0.228,0.010766,Vágási 2016,B-II,B-II
Coccothraustes coccothraustes,NA,NA,12410,Coccothraustes coccothraustes,Coccothraustes coccothraustes,PASSERIFORMES,Fringillidae,Hawfinch,シメ,4,56.65,0.27875,0.0159575,Vágási 2016,B-II,B-II
Fringilla coelebs,NA,NA,12245,Fringilla coelebs,Fringilla coelebs,PASSERIFORMES,Fringillidae,Common Chaffinch,ズアオアトリ,6,23.97,0.2412,0.013214,Vágási 2016,B-II,B-II
Fringilla montifringilla,NA,NA,12248,Fringilla montifringilla,Fringilla montifringilla,PASSERIFORMES,Fringillidae,Brambling,アトリ,6,23.2,0.246571429,0.012732857,Vágási 2016,B-II,B-II
Linaria cannabina,NA,NA,12348,Carduelis cannabina,Linaria cannabina,PASSERIFORMES,Fringillidae,Common Linnet,ムネアカヒワ,1,19.55,0.2245,0.0101625,Vágási 2016,B-II,B-II
Loxia curvirostra,NA,NA,12392,Loxia curvirostra,Loxia curvirostra,PASSERIFORMES,Fringillidae,Red Crossbill,イスカ,3,40.6,0.247,0.01131,Vágási 2016,B-II,B-II
Pyrrhula pyrrhula,NA,NA,12404,Pyrrhula pyrrhula,Pyrrhula pyrrhula,PASSERIFORMES,Fringillidae,Eurasian Bullfinch,ウソ,5,21.8,0.235,0.012613333,Vágási 2016,B-II,B-II
Serinus serinus,NA,NA,12253,Serinus serinus,Serinus serinus,PASSERIFORMES,Fringillidae,European Serin,セリン,3,11.2,0.1958,0.008356,Vágási 2016,B-II,B-II
Spinus spinus,NA,NA,12317,Carduelis spinus,Spinus spinus,PASSERIFORMES,Fringillidae,Eurasian Siskin,マヒワ,2,13.25,0.1909,0.007099,Vágási 2016,B-II,B-II
Cecropis daurica,NA,NA,10107,Hirundo daurica,Cecropis daurica,PASSERIFORMES,Hirundinidae,Red-rumped Swallow,コシアカツバメ,2,22.2,0.3045,0.015565,Vágási 2016,B-II,B-II
Delichon urbicum,NA,NA,10137,Delichon urbicum,Delichon urbicum,PASSERIFORMES,Hirundinidae,Common House Martin,ニシイワツバメ,2,14.5,0.260833333,0.010558333,Vágási 2016,B-II,B-II
Hirundo rustica,NA,NA,10074,Hirundo rustica,Hirundo rustica,PASSERIFORMES,Hirundinidae,Barn Swallow,ツバメ,7,17.98,0.295571429,0.014135714,Vágási 2016,B-II,B-II
Riparia riparia,NA,NA,10052,Riparia riparia,Riparia riparia,PASSERIFORMES,Hirundinidae,Sand Martin,ショウドウツバメ,5,12.73,0.254,0.010372,Vágási 2016,B-II,B-II
Lanius collurio,NA,NA,7706,Lanius collurio,Lanius collurio,PASSERIFORMES,Laniidae,Red-backed Shrike,セアカモズ,5,28.45,0.246142857,0.01235,Vágási 2016,B-II,B-II
Lanius minor,NA,NA,7718,Lanius minor,Lanius minor,PASSERIFORMES,Laniidae,Lesser Grey Shrike,ヒメオオモズ,2,46.5,0.320333333,0.0192,Vágási 2016,B-II,B-II
Locustella luscinioides,NA,NA,10780,Locustella luscinioides,Locustella luscinioides,PASSERIFORMES,Locustellidae,Savi's Warbler,ヌマセンニュウ,2,13.9,0.179333333,0.006657778,Vágási 2016,B-II,B-II
Anthus campestris,NA,NA,11864,Anthus campestris,Anthus campestris,PASSERIFORMES,Motacillidae,Tawny Pipit,ムジタヒバリ,2,23,0.270666667,0.01536,Vágási 2016,B-II,B-II
Anthus spinoletta,NA,NA,11884,Anthus spinoletta,Anthus spinoletta,PASSERIFORMES,Motacillidae,Water Pipit,ヒガシヨーロッパタヒバリ,5,23.9,0.254,0.014105,Vágási 2016,B-II,B-II
Anthus trivialis,NA,NA,11876,Anthus trivialis,Anthus trivialis,PASSERIFORMES,Motacillidae,Tree Pipit,ヨーロッパビンズイ,5,23.4,0.245,0.01272,Vágási 2016,B-II,B-II
Motacilla alba,NA,NA,11802,Motacilla alba,Motacilla alba,PASSERIFORMES,Motacillidae,White Wagtail,ハクセキレイ,6,21,0.2344,0.011078,Vágási 2016,B-II,B-II
Motacilla cinerea,NA,NA,11828,Motacilla cinerea,Motacilla cinerea,PASSERIFORMES,Motacillidae,Grey Wagtail,キセキレイ,4,17.6,0.222625,0.00989125,Vágási 2016,B-II,B-II
Motacilla flava,NA,NA,11815,Motacilla flava,Motacilla flava,PASSERIFORMES,Motacillidae,Western Yellow Wagtail,ニシツメナガセキレイ,5,17.6,0.232,0.011,Vágási 2016,B-II,B-II
Erithacus rubecula,NA,NA,9206,Erithacus rubecula,Erithacus rubecula,PASSERIFORMES,Muscicapidae,European Robin,ヨーロッパコマドリ,4,17.7,0.189666667,0.009068889,Vágási 2016,B-II,B-II
Ficedula albicollis,NA,NA,9107,Ficedula albicollis,Ficedula albicollis,PASSERIFORMES,Muscicapidae,Collared Flycatcher,シロエリヒタキ,2,12.7,0.217333333,0.00967,Vágási 2016,B-II,B-II
Ficedula hypoleuca,NA,NA,9105,Ficedula hypoleuca,Ficedula hypoleuca,PASSERIFORMES,Muscicapidae,European Pied Flycatcher,マダラヒタキ,4,13.9,0.206166667,0.009113333,Vágási 2016,B-II,B-II
Luscinia luscinia,NA,NA,9212,Luscinia luscinia,Luscinia luscinia,PASSERIFORMES,Muscicapidae,Thrush Nightingale,ヤブサヨナキドリ,2,23.8,0.241,0.011756667,Vágási 2016,B-II,B-II
Luscinia megarhynchos,NA,NA,9213,Luscinia megarhynchos,Luscinia megarhynchos,PASSERIFORMES,Muscicapidae,Common Nightingale,サヨナキドリ,5,18.3,0.230555556,0.01152,Vágási 2016,B-II,B-II
Muscicapa striata,NA,NA,9073,Muscicapa striata,Muscicapa striata,PASSERIFORMES,Muscicapidae,Spotted Flycatcher,ムナフヒタキ,4,15.9,0.239285714,0.01204,Vágási 2016,B-II,B-II
Oenanthe oenanthe,NA,NA,9353,Oenanthe oenanthe,Oenanthe oenanthe,PASSERIFORMES,Muscicapidae,Northern Wheatear,ハシグロヒタキ,6,25.63,0.2565,0.013275,Vágási 2016,B-II,B-II
Oenanthe pleschanka,NA,NA,9364,Oenanthe pleschanka,Oenanthe pleschanka,PASSERIFORMES,Muscicapidae,Pied Wheatear,セグロサバクヒタキ,2,19.4,0.25275,0.0135375,Vágási 2016,B-II,B-II
Phoenicurus ochruros,NA,NA,9291,Phoenicurus ochruros,Phoenicurus ochruros,PASSERIFORMES,Muscicapidae,Black Redstart,クロジョウビタキ,3,16.5,0.227285714,0.012037143,Vágási 2016,B-II,B-II
Phoenicurus phoenicurus,NA,NA,9292,Phoenicurus phoenicurus,Phoenicurus phoenicurus,PASSERIFORMES,Muscicapidae,Common Redstart,シロビタイジョウビタキ,6,14.6,0.2035,0.009395,Vágási 2016,B-II,B-II
Saxicola rubetra,NA,NA,9328,Saxicola rubetra,Saxicola rubetra,PASSERIFORMES,Muscicapidae,Whinchat,マミジロノビタキ,3,16.6,0.214666667,0.009922222,Vágási 2016,B-II,B-II
Saxicola rubicola,NA,NA,9332,Saxicola torquatus,Saxicola rubicola,PASSERIFORMES,Muscicapidae,European Stonechat,ヨーロッパノビタキ,2,15.3,0.1835,0.007835,Vágási 2016,B-II,B-II
Oriolus oriolus,NA,NA,8269,Oriolus oriolus,Oriolus oriolus,PASSERIFORMES,Oriolidae,Eurasian Golden Oriole,ニシコウライウグイス,3,79,0.344,0.02341,Vágási 2016,B-II,B-II
Panurus biarmicus,NA,NA,11347,Panurus biarmicus,Panurus biarmicus,PASSERIFORMES,Panuridae,Bearded Reedling,ヒゲガラ,2,13.85,0.160571429,0.006248571,Vágási 2016,B-II,B-II
Cyanistes caeruleus,NA,NA,9936,Parus caeruleus,Cyanistes caeruleus,PASSERIFORMES,Paridae,Eurasian Blue Tit,アオガラ,2,10.6,0.174166667,0.008045,Vágási 2016,B-II,B-II
Parus major,NA,NA,9922,Parus major,Parus major,PASSERIFORMES,Paridae,Great Tit,ヨーロッパシジュウカラ,5,18.25,0.195666667,0.010041667,Vágási 2016,B-II,B-II
Periparus ater,NA,NA,9896,Parus ater,Periparus ater,PASSERIFORMES,Paridae,Coal Tit,ヒガラ,2,9.2,0.166857143,0.007105714,Vágási 2016,B-II,B-II
Poecile palustris,NA,NA,9870,Parus palustris,Poecile palustris,PASSERIFORMES,Paridae,Marsh Tit,ハシブトガラ,2,10.9,0.173125,0.00784875,Vágási 2016,B-II,B-II
Passer domesticus,NA,NA,11753,Passer domesticus,Passer domesticus,PASSERIFORMES,Passeridae,House Sparrow,イエスズメ,4,27.7,0.2108,0.01034,Vágási 2016,B-II,B-II
Passer hispaniolensis,NA,NA,11758,Passer hispaniolensis,Passer hispaniolensis,PASSERIFORMES,Passeridae,Spanish Sparrow,スペインスズメ,2,24.2,0.222,0.010284,Vágási 2016,B-II,B-II
Passer montanus,NA,NA,11778,Passer montanus,Passer montanus,PASSERIFORMES,Passeridae,Eurasian Tree Sparrow,スズメ,3,20.8,0.1846,0.00803,Vágási 2016,B-II,B-II
Phylloscopus collybita,NA,NA,10929,Phylloscopus collybita,Phylloscopus collybita,PASSERIFORMES,Phylloscopidae,Common Chiffchaff,チフチャフ,3,8.3,0.161,0.00647,Vágási 2016,B-II,B-II
Phylloscopus sibilatrix,NA,NA,10941,Phylloscopus sibilatrix,Phylloscopus sibilatrix,PASSERIFORMES,Phylloscopidae,Wood Warbler,モリムシクイ,2,9.2,0.2024,0.008506,Vágási 2016,B-II,B-II
Phylloscopus trochilus,NA,NA,10927,Phylloscopus trochilus,Phylloscopus trochilus,PASSERIFORMES,Phylloscopidae,Willow Warbler,キタヤナギムシクイ,4,8.7,0.177333333,0.007323333,Vágási 2016,B-II,B-II
Prunella modularis,NA,NA,11910,Prunella modularis,Prunella modularis,PASSERIFORMES,Prunellidae,Dunnock,ヨーロッパカヤクグリ,6,20.25,0.186166667,0.00879,Vágási 2016,B-II,B-II
Regulus ignicapilla,NA,NA,10162,Regulus ignicapilla,Regulus ignicapilla,PASSERIFORMES,Regulidae,Common Firecrest,マミジロキクイタダキ,2,5.6,0.129,0.00417,Vágási 2016,B-II,B-II
Regulus regulus,NA,NA,10159,Regulus regulus,Regulus regulus,PASSERIFORMES,Regulidae,Goldcrest,キクイタダキ,5,5.55,0.1325,0.00467,Vágási 2016,B-II,B-II
Remiz pendulinus,NA,NA,9818,Remiz pendulinus,Remiz pendulinus,PASSERIFORMES,Remizidae,Eurasian Penduline Tit,ニシツリスガラ,2,9.3,0.153,0.0059,Vágási 2016,B-II,B-II
Sitta europaea,NA,NA,9616,Sitta europaea,Sitta europaea,PASSERIFORMES,Sittidae,Eurasian Nuthatch,ゴジュウカラ,3,22.6,0.234571429,0.01283,Vágási 2016,B-II,B-II
Pastor roseus,NA,NA,9509,Sturnus roseus,Pastor roseus,PASSERIFORMES,Sturnidae,Rosy Starling,バライロムクドリ,1,73.25,0.348142857,0.021951429,Vágási 2016,B-II,B-II
Sturnus vulgaris,NA,NA,9510,Sturnus vulgaris,Sturnus vulgaris,PASSERIFORMES,Sturnidae,Common Starling,ホシムクドリ,7,86,0.3595,0.022916667,Vágási 2016,B-II,B-II
Sylvia communis,NA,NA,11385,Sylvia communis,Curruca communis,PASSERIFORMES,Sylviidae,Common Whitethroat,ノドジロムシクイ,4,15.1,0.1976,0.009088,Vágási 2016,B-II,B-II
Sylvia curruca,NA,NA,11386,Sylvia curruca,Curruca curruca,PASSERIFORMES,Sylviidae,Lesser Whitethroat,コノドジロムシクイ,3,11.1,0.1728,0.007452,Vágási 2016,B-II,B-II
Sylvia nisoria,NA,NA,11391,Sylvia nisoria,Curruca nisoria,PASSERIFORMES,Sylviidae,Barred Warbler,シマムシクイ,2,22.5,0.2345,0.012075,Vágási 2016,B-II,B-II
Sylvia atricapilla,NA,NA,11383,Sylvia atricapilla,Sylvia atricapilla,PASSERIFORMES,Sylviidae,Eurasian Blackcap,ズグロムシクイ,5,16.7,0.204,0.009038333,Vágási 2016,B-II,B-II
Sylvia borin,NA,NA,11384,Sylvia borin,Sylvia borin,PASSERIFORMES,Sylviidae,Garden Warbler,ニワムシクイ,3,18.2,0.2145,0.009476667,Vágási 2016,B-II,B-II
Troglodytes troglodytes,NA,NA,9750,Troglodytes troglodytes,Troglodytes troglodytes,PASSERIFORMES,Troglodytidae,Eurasian Wren,ミソサザイ,4,9.6,0.132666667,0.004615556,Vágási 2016,B-II,B-II
Turdus merula,NA,NA,8941,Turdus merula,Turdus merula,PASSERIFORMES,Turdidae,Common Blackbird,ニシクロウタドリ,5,113,0.339142857,0.026488571,Vágási 2016,B-II,B-II
Turdus philomelos,NA,NA,8965,Turdus philomelos,Turdus philomelos,PASSERIFORMES,Turdidae,Song Thrush,ウタツグミ,6,67.75,0.3184,0.020522,Vágási 2016,B-II,B-II
Turdus pilaris,NA,NA,8963,Turdus pilaris,Turdus pilaris,PASSERIFORMES,Turdidae,Fieldfare,ノハラツグミ,7,106,0.3885,0.030275,Vágási 2016,B-II,B-II
Ardea alba,NA,NA,5230,Casmerodius albus,Ardea alba,PELECANIFORMES,Ardeidae,Great Egret,ダイサギ,2,873.5,1.518,0.39103,Vágási 2016,B-II,B-II
Ardea cinerea,NA,NA,5209,Ardea cinerea,Ardea cinerea,PELECANIFORMES,Ardeidae,Grey Heron,アオサギ,6,1443,1.531,0.36736,Vágási 2016,B-II,B-II
Botaurus stellaris,NA,NA,5174,Botaurus stellaris,Botaurus stellaris,PELECANIFORMES,Ardeidae,Eurasian Bittern,サンカノゴイ,5,1324.5,1.15,0.22235,Vágási 2016,B-II,B-II
Ixobrychus minutus,NA,NA,5162,Ixobrychus minutus,Ixobrychus minutus,PELECANIFORMES,Ardeidae,Little Bittern,ヒメヨシゴイ,2,118,0.4744,0.03945,Vágási 2016,B-II,B-II
Dendrocopos major,NA,NA,950,Dendrocopos major,Dendrocopos major,PICIFORMES,Picidae,Great Spotted Woodpecker,アカゲラ,3,76.77,0.3855,0.033135,Vágási 2016,B-II,B-II
